,Unnamed: 0,REVIEW ID,SOURCE,REVIEW BY,REVIEW DATE,REVIEW MONTH,REVIEW YEAR,REVIEW SUBJECT,text,REVIEW RATING,REVIEW TYPE,text_translated,topic_LDA,topic_NMF
72,72,3183,Trip Advisor,badaljain20,7/24/2016,July,2016,badaljain20,"A good place to visit, bit crowded over the weekend. You can spend 2-3 hours easily. Felt that it has turned more towards commercial side. Worth a visit once.",4,POSITIVE,place visit bit crowded weekend spend hour easily felt turned commercial side worth visit,0,4
73,73,3762,Trip Advisor,rr_vsr,11/26/2016,November,2016,Is it really a temple ??,"A good scenic place in the heart of the city, depicts the Indian Culture, free prasadhams( food) help the needy and poor, variety of gifts to purchase, some place to show the guests... but do we really get the temple feeling. The religious rituals probably are missing. A few contradictory activities ( onions as prasadhams), keeping God as a show idle etc., does not create a feeling of a place of worship. At times, fear of God controls our behaviour, makes us disciplined. I would call it more a religious place than a temple- if we compare it with Thirupathi balaji temple or the Mahalakshmi Layout Anjeneya Temple which is just opposite ISKON.",3,NEGATIVE,scenic place heart city depicts indian culture free prasadhams food needy poor variety gift purchase place show guest temple feeling religious ritual probably missing contradictory activity onion prasadhams keeping god show idle create feeling place worship time fear god control behaviour make disciplined call religious place temple compare thirupathi balaji temple mahalakshmi layout anjeneya temple opposite iskon,0,2
74,74,462,Trip Advisor,ykiran77,11/5/2014,November,2014,ISKCON Temple Bengaluru,A good temple with shopping of various eateries and other things. To have enough time for one visit since always it is crowded and has long queues for darshan. Holy atmosphere with prayers and pooja for Lord Srikrishna.,5,POSITIVE,temple shopping eatery thing time visit crowded long queue darshan holy atmosphere prayer pooja lord srikrishna,1,0
75,75,357,Trip Advisor,GauravPrakashJain,12/10/2014,December,2014,GOOD TEMPLE,"A good temple you must visit, if you never been any iskcon temple, the you will fill its amazing. A new experience of temple.",4,POSITIVE,temple visit iskcon temple fill amazing experience temple,3,0
76,76,5074,Google + HK HILL,sunil kumar,6/5/2017,June,2017,,"A great and huge temple, nicely designed,attracts lot of tourists. Lot of parking space available inside the area.",5,POSITIVE,great huge temple nicely designedattracts lot tourist lot parking space available inside area,1,0
77,77,3667,Google + HK HILL,sparsh_braroo,9/24/2016,September,2016,Great blend of old and new,"A great experience visiting this temple. A Rs 300 ticket per family enables you a great darshan, aarti and a few quiet moments in the sanctum. Certainly worth a visit",5,POSITIVE,great experience visiting temple r ticket family enables great darshan aarti quiet moment sanctum worth visit,1,4
78,78,3025,Trip Advisor,AmitTraveller2016,6/23/2016,June,2016,Great Holy place to visit...,"A great holy place. The temple is dedicated to lord Krishna. The atmosphere is good & pure would make you feel so good. Everybody is just singing the lord krishna songs, The arti is something must to watch & the prasad is also great. A peaceful place.",3,POSITIVE,great holy place temple dedicated lord krishna atmosphere pure make feel singing lord krishna song arti watch prasad great peaceful place,2,2
79,79,119,Google + HK HILL,mohit sehgal,5/13/2015,May,2015,,A Great Masterpiece In Banglore,4,POSITIVE,great masterpiece banglore,2,2
80,80,3256,Trip Advisor,Anand S,8/14/2016,August,2016,Nice,A great place to be in Bangalore. Clean and well maintained temple timings of the temple could be looked at,5,POSITIVE,great place bangalore clean maintained temple timing temple looked,3,0
81,81,5293,Google + HK HILL,Rohit Yadav,6/30/2017,June,2017,,A great place to visit in Bangalore. A bit commercialized and modified to suit western people but still a must visit in Bangalore,5,POSITIVE,great place visit bangalore bit commercialized modified suit western visit bangalore,2,4
82,82,3404,Trip Advisor,anandvenkat2001,9/17/2016,September,2016,ISKON Hare Krishna temple at Bangalore,"A great spiritual experience is assured by visiting ISKON temple at Bangalore. Neatly maintained. Chanting of Hare Rama Hare Krishna 108 times on the queue is unique. The deities of Radha , Krishna , Balarama are so beautiful that one can keep watching them. Besides these there is also Narsimha and Venkateshwara shrines. They distribute free prasadam (Pongal etc) while coming out. There are good number of counters for buying sovereigns, food items (wide varieties). They have a free Chappal stand.Temple closed between 1 to 4 PM. Temple can be easily accessed by bus, auto.",4,POSITIVE,great spiritual experience assured visiting iskon temple bangalore neatly maintained chanting hare rama hare krishna time queue unique deity radha krishna balarama beautiful watching narsimha venkateshwara shrine distribute free prasadam pongal coming number counter buying sovereign food item wide variety free chappal standtemple closed pm temple easily accessed bus auto,3,1
83,83,2024,Trip Advisor,Srinivasan2205,5/9/2015,May,2015,A wonderful divinely place with nice atmosphere to spend time,"A great temple with very nice atmosphere to worship / pray. It is beautiful to see from outside also with majesctic white towers & very clean A very good place to spend your entire evening with dinner inside the premises. You will feel irresistible to dance with bakthas dancing during the pallaki utsav at 8.30PM dailyenvironment. A real feast to eye is The Radha krishna in golden temple. The AARTHI & Pallaki utsav daily @ 8PM approx is a must On important religious days, if there is huge rush, ISKON operates special counter for senior citizen. They are ferried to the temple in car & then by lift with an escort & are dropped back after making them to have darshan.. It is a wonderful gesture by ISKON, So if senior citizen are there no need to think of rush & climbing... http://www.tripadvisor.in/ShowUserReviews-g297628-d325162-r270892247-ISKCON_Sri_Radha_Krishna_Chandra_Temple-Bengaluru_Bangalore_Karnataka.html# see pooja. With lights going dim & pooja at 3 entrances happening with precision, it is heavenly experience. The float festival is very enjoyable one (once a year) http://www.tripadvisor.in/ShowUserReviews-g297628-d325162-r270892247-ISKCON_Sri_Radha_Krishna_Chandra_Temple-Bengaluru_Bangalore_Karnataka.html#",5,POSITIVE,great temple nice atmosphere worship pray beautiful majesctic white tower clean place spend entire evening dinner inside premise feel irresistible dance bakthas dancing pallaki utsav 30pm dailyenvironment real feast eye radha krishna golden temple aarthi pallaki utsav daily 8pm approx important religious day huge rush iskon operates special counter senior citizen ferried temple car lift escort dropped back making darshan wonderful gesture iskon senior citizen rush climbing httpwwwtripadvisorinshowuserreviewsg297628d325162r270892247iskcon_sri_radha_krishna_chandra_templebengaluru_bangalore_karnatakahtml pooja light dim pooja entrance happening precision heavenly experience float festival enjoyable year httpwwwtripadvisorinshowuserreviewsg297628d325162r270892247iskcon_sri_radha_krishna_chandra_templebengaluru_bangalore_karnatakahtml,1,0
84,84,3894,Trip Advisor,Vigneshwaran_M_K,12/20/2016,December,2016,An tough competition to Tirupati devasthanam,"A group of vaishnava's have started a trust called hare Rama hare Krishna which has established ISKCON in various places in India. The temple is an finest example of art and delegance, but the trust is what makes it from calling it divine to somewhat an tourist spot. The only good factor is that people are allowed to have dharshan first and then they are made to go on an shopping spree. They are made to go through the shopping spot and are not allowed to break the line to exit. The worst thing is they sell everything like an bazaar and even for eatables u will get everything ranging from samosa's to puffs and even north indian. Annadanam is available for free at selected time intervals. There is also an hotel which is available during the temple hours. The temple closes at 1PM and reopens at 4 PM and is available till 9 PM. Do visit the place atleast once.",4,NEUTRAL,group vaishnava started trust called hare rama hare krishna established iskcon place india temple finest art delegance trust make calling divine tourist spot factor allowed dharshan made shopping spree made shopping spot allowed break line exit worst sell bazaar eatable u ranging samosa puff north indian annadanam available free selected time interval hotel available temple hour temple close 1pm reopens pm available till pm visit place atleast,0,1
85,85,3333,Trip Advisor,geetha p,8/29/2016,August,2016,Had been to ISKCON many times & liked the peace environment there,"A high level delegation is visiting my office contained 25-30 foreigners from different countries. I am thinking of showing them ISKCON a very beautiful, hygiene place. Please let me know whether I can take the tourist bus inside i.e, ISKCON entrance to drop and pick the delegates. If securities allow our bus from down to top til entrance that will be helpful. Please guide me whom to meet at the entrance so that they will take us and our visit will be easier. How is the public crowd on saturday evening? Please give information Thank You.",5,POSITIVE,high level delegation visiting office contained foreigner different country showing iskcon beautiful hygiene place tourist bus inside iskcon entrance drop pick delegate security bus top til entrance helpful guide meet entrance visit easier public crowd saturday evening give information,1,4
86,86,161,Google + HK HILL,Sudhindra Kushtagi,7/12/2014,July,2014,,"A Hindu temple, Lord Krishna.",5,POSITIVE,hindu temple lord krishna,3,0
87,87,4642,Trip Advisor,deepakshahakash,4/11/2017,April,2017,ISKCON TEMPLE,"A Holy place to visit in Bangalore. Generally crowded. On the Hillock, on Chord Road. There is also a Pure Veg Restaurant, where you can get great meals, but a little bit on the expensive side.",4,POSITIVE,holy place visit bangalore generally crowded hillock chord road pure veg restaurant great meal bit expensive side,1,4
88,88,4440,Google + HK HILL,VT Ng,3/10/2017,March,2017,,"A huge and modern-looking Iskcon temple. If you're looking for traditional and quiet temples, the Bull temples inside ...",4,POSITIVE,huge modernlooking iskcon temple youre traditional quiet temple bull temple inside,3,0
